"cc_iso3c","indicator","value","imputed","raw_value","theta","new_x","new_y","data_label"
"PRT","Crisis
and risk
management",0.22249844850553824,NA,0.22249844850553824,-0.7853981633974483,0.15733016174175196,0.15733016174175193,"PRT - Crisis and
risk management:
0.22"
"PRT","Digital
services",0.9000064020760229,NA,0.9000064020760229,-0.2617993877991494,0.8693394275907339,0.2329387975714716,"PRT - Digital
services: 0.90"
"PRT","Fiscal and
financial
management",0.49833881338136327,NA,0.49833881338136327,0.2617993877991494,0.4813583300873071,-0.12897957581688774,"PRT - Fiscal
and financial
management: 0.50"
"PRT","HR management",0.35694224898499866,NA,0.35694224898499866,0.7853981633974483,0.2523962847492696,-0.25239628474926956,"PRT - HR management:
0.36"
"PRT","Inclusiveness",0.5481638927872675,NA,0.5481638927872675,1.3089969389957472,0.14187525529088113,-0.5294856610823736,"PRT - Inclusiveness:
0.55"
"PRT","Integrity",0.3706570737474644,NA,0.3706570737474644,1.8325957145940461,-0.0959331098878134,-0.3580272402294077,"PRT - Integrity:
0.37"
"PRT","Openness",0.38224821042323126,NA,0.38224821042323126,2.356194490192345,-0.27029030168668916,-0.27029030168668916,"PRT - Openness: 0.38"
"PRT","Policy making",0.44724851033999297,NA,0.44724851033999297,2.8797932657906435,-0.4320088869067126,-0.11575643236972198,"PRT - Policy making:
0.45"
"PRT","Procurement",0.26040687728211553,NA,0.26040687728211553,3.4033920413889422,-0.2515337281100835,0.06739825931628635,"PRT - Procurement:
0.26"
"PRT","Regulation",0.07674367302617643,NA,0.07674367302617643,3.9269908169872414,-0.0542659716099725,0.054265971609972485,"PRT - Regulation:
0.08"
"PRT","Tax
administration",0.5190596066892638,NA,0.5190596066892638,4.4505895925855405,-0.13434251175460518,0.501373079484606,"PRT - Tax
administration: 0.52"
"TUR","Capabilities",0,NA,0,-1.3089969389957472,0,0,"TUR - Capabilities:
0.00"
"TUR","Crisis
and risk
management",0.6737103812044661,NA,0.6737103812044661,-0.7853981633974483,0.476385179105452,0.4763851791054519,"TUR - Crisis and
risk management:
0.67"
"TUR","Digital
services",0.47314815638483904,NA,0.47314815638483904,-0.2617993877991494,0.457026023913175,0.1224597540275422,"TUR - Digital
services: 0.47"
"TUR","Fiscal and
financial
management",0.6813596106990996,NA,0.6813596106990996,0.2617993877991494,0.6581428449645257,-0.17634884381256621,"TUR - Fiscal
and financial
management: 0.68"
"TUR","HR management",0.36506157282296864,NA,0.36506157282296864,0.7853981633974483,0.25813751369374777,-0.25813751369374777,"TUR - HR management:
0.37"
"TUR","Inclusiveness",0.7298234909136038,NA,0.7298234909136038,1.3089969389957472,0.18889221901164716,-0.7049553585058951,"TUR - Inclusiveness:
0.73"
"TUR","Integrity",0.2362685043764123,NA,0.2362685043764123,1.8325957145940461,-0.061150788690503805,-0.22821785031586841,"TUR - Integrity:
0.24"
"TUR","Openness",0,NA,0,2.356194490192345,-0,-0,"TUR - Openness: 0.00"
"TUR","Policy making",0.408342096039257,NA,0.408342096039257,2.8797932657906435,-0.39442817652532935,-0.10568671137204241,"TUR - Policy making:
0.41"
"TUR","Procurement",0.4227504747409546,NA,0.4227504747409546,3.4033920413889422,-0.40834560162825256,0.10941587418909102,"TUR - Procurement:
0.42"
"TUR","Regulation",0.03370326349622254,NA,0.03370326349622254,3.9269908169872414,-0.02383180616629599,0.023831806166295984,"TUR - Regulation:
0.03"
"TUR","Tax
administration",0.6511213140103753,NA,0.6511213140103753,4.4505895925855405,-0.16852259673806383,0.6289348932498957,"TUR - Tax
administration: 0.65"
"SVK","Capabilities",0.7132762965211441,NA,0.7132762965211441,-1.3089969389957472,0.18460948995986495,0.6889719960895926,"SVK - Capabilities:
0.71"
"SVK","Crisis
and risk
management",0.5216490582095119,NA,0.5216490582095119,-0.7853981633974483,0.36886158645952194,0.3688615864595219,"SVK - Crisis and
risk management:
0.52"
"SVK","Digital
services",0.46338606912012703,NA,0.46338606912012703,-0.2617993877991494,0.44759657170570205,0.11993313992348195,"SVK - Digital
services: 0.46"
"SVK","Fiscal and
financial
management",0.5203152841441161,NA,0.5203152841441161,0.2617993877991494,0.5025859707677367,-0.13466750499442687,"SVK - Fiscal
and financial
management: 0.52"
"SVK","HR management",0,NA,0,0.7853981633974483,0,-0,"SVK - HR management:
0.00"
"SVK","Inclusiveness",0.4137017828535243,NA,0.4137017828535243,1.3089969389957472,0.10707390039535955,-0.3996052364400512,"SVK - Inclusiveness:
0.41"
"SVK","Integrity",0.08429319170479777,NA,0.08429319170479777,1.8325957145940461,-0.021816683385679488,-0.08142097084799962,"SVK - Integrity:
0.08"
"SVK","Openness",0.46792475148534385,NA,0.46792475148534385,2.356194490192345,-0.33087276486031664,-0.3308727648603167,"SVK - Openness: 0.47"
"SVK","Policy making",0.19628461268839817,NA,0.19628461268839817,2.8797932657906435,-0.18959637669887072,-0.050802196024329394,"SVK - Policy making:
0.20"
"SVK","Procurement",0.3633428031734002,NA,0.3633428031734002,3.4033920413889422,-0.3509621973814529,0.09404003736221243,"SVK - Procurement:
0.36"
"SVK","Regulation",0.4609731066648235,NA,0.4609731066648235,3.9269908169872414,-0.32595720966732644,0.32595720966732633,"SVK - Regulation:
0.46"
"SVK","Tax
administration",0.42881086008474406,NA,0.42881086008474406,4.4505895925855405,-0.11098441733672404,0.4141994843490825,"SVK - Tax
administration: 0.43"
"HRV","Capabilities",NA,0.6144466180087512,0.6144466180087512,-1.3089969389957472,0.1590304869394983,0.5935098572106265,"HRV - Capabilities:
0.61 (imputed)"
"HRV","Crisis
and risk
management",0.3803604733569058,NA,0.3803604733569058,-0.7853981633974483,0.26895547000599324,0.26895547000599324,"HRV - Crisis and
risk management:
0.38"
"HRV","Digital
services",0,NA,0,-0.2617993877991494,0,0,"HRV - Digital
services: 0.00"
"HRV","Fiscal and
financial
management",0.45444597120674624,NA,0.45444597120674624,0.2617993877991494,0.4389611002416145,-0.11761927231841769,"HRV - Fiscal
and financial
management: 0.45"
"HRV","HR management",0.4555431825013545,NA,0.4555431825013545,0.7853981633974483,0.3221176734700088,-0.32211767347000875,"HRV - HR management:
0.46"
"HRV","Inclusiveness",0.5189159046981343,NA,0.5189159046981343,1.3089969389957472,0.13430531894248177,-0.5012342740200848,"HRV - Inclusiveness:
0.52"
"HRV","Integrity",0.3392629891561538,NA,0.3392629891561538,1.8325957145940461,-0.08780772289202261,-0.3277028831299571,"HRV - Integrity:
0.34"
"HRV","Openness",0.2474790759546913,NA,0.2474790759546913,2.356194490192345,-0.17499413280934287,-0.1749941328093429,"HRV - Openness: 0.25"
"HRV","Policy making",0.06975113915177006,NA,0.06975113915177006,2.8797932657906435,-0.06737442671977727,-0.018052923230074194,"HRV - Policy making:
0.07"
"HRV","Procurement",0.4967074557208458,NA,0.4967074557208458,3.4033920413889422,-0.47978255959109883,0.1285573493849717,"HRV - Procurement:
0.50"
"HRV","Regulation",0.36471403930509705,NA,0.36471403930509705,3.9269908169872414,-0.2578917703865712,0.25789177038657113,"HRV - Regulation:
0.36"
"HRV","Tax
administration",0.5545599929624543,NA,0.5545599929624543,4.4505895925855405,-0.14353068783060297,0.5356638194291186,"HRV - Tax
administration: 0.55"
"BGR","Capabilities",NA,0.5801227342935272,0.5801227342935272,-1.3089969389957472,0.1501468121321141,0.5603555314715489,"BGR - Capabilities:
0.58 (imputed)"
"BGR","Crisis
and risk
management",0.5094261459185776,NA,0.5094261459185776,-0.7853981633974483,0.3602186822927539,0.36021868229275383,"BGR - Crisis and
risk management:
0.51"
"BGR","Digital
services",0.29738563514972277,NA,0.29738563514972277,-0.2617993877991494,0.28725246535849536,0.07696906611665788,"BGR - Digital
services: 0.30"
"BGR","Fiscal and
financial
management",0.5059381531866041,NA,0.5059381531866041,0.2617993877991494,0.48869872866793573,-0.13094642968868972,"BGR - Fiscal
and financial
management: 0.51"
"BGR","HR management",0.19115568269425667,NA,0.19115568269425667,0.7853981633974483,0.13516747949545288,-0.13516747949545285,"BGR - HR management:
0.19"
"BGR","Inclusiveness",0.6933037006661074,NA,0.6933037006661074,1.3089969389957472,0.17944020177244577,-0.6696799499351787,"BGR - Inclusiveness:
0.69"
"BGR","Integrity",0.22968691027904847,NA,0.22968691027904847,1.8325957145940461,-0.05944734679097171,-0.221860518599073,"BGR - Integrity:
0.23"
"BGR","Openness",0.30116010782801755,NA,0.30116010782801755,2.356194490192345,-0.21295235446806304,-0.21295235446806307,"BGR - Openness: 0.30"
"BGR","Policy making",0.1759551349456712,NA,0.1759551349456712,2.8797932657906435,-0.16995960911220195,-0.04554054000752385,"BGR - Policy making:
0.18"
"BGR","Procurement",0.46069330391869806,NA,0.46069330391869806,3.4033920413889422,-0.44499556025350934,0.11923620100536263,"BGR - Procurement:
0.46"
"BGR","Regulation",0.412695067934298,NA,0.412695067934298,3.9269908169872414,-0.2918194810985851,0.291819481098585,"BGR - Regulation:
0.41"
"BGR","Tax
administration",0.02095283513987067,NA,0.02095283513987067,4.4505895925855405,-0.005422992783091866,0.020238884595578203,"BGR - Tax
administration: 0.02"
"ROU","Capabilities",NA,0.6349351736006221,0.6349351736006221,-1.3089969389957472,0.16433331533331624,0.613300282200174,"ROU - Capabilities:
0.63 (imputed)"
"ROU","Crisis
and risk
management",0.48767350454124125,NA,0.48767350454124125,-0.7853981633974483,0.3448372420661203,0.34483724206612026,"ROU - Crisis and
risk management:
0.49"
"ROU","Digital
services",0.00129220645164296,NA,0.00129220645164296,-0.2617993877991494,0.0012481755845392911,3.344476398895475e-4,"ROU - Digital
services: 0.00"
"ROU","Fiscal and
financial
management",0.5480477943565283,NA,0.5480477943565283,0.2617993877991494,0.5293735186097309,-0.1418452068058993,"ROU - Fiscal
and financial
management: 0.55"
"ROU","HR management",0.40090264932155384,NA,0.40090264932155384,0.7853981633974483,0.2834809819309232,-0.28348098193092314,"ROU - HR management:
0.40"
"ROU","Inclusiveness",0.8380284143256069,NA,0.8380284143256069,1.3089969389957472,0.2168977139645332,-0.8094732885611796,"ROU - Inclusiveness:
0.84"
"ROU","Integrity",0.2048313972268556,NA,0.2048313972268556,1.8325957145940461,-0.0530142666372699,-0.19785193661629485,"ROU - Integrity:
0.20"
"ROU","Openness",0.30751810899136484,NA,0.30751810899136484,2.356194490192345,-0.21744814020545786,-0.2174481402054579,"ROU - Openness: 0.31"
"ROU","Policy making",0.05222572730459163,NA,0.05222572730459163,2.8797932657906435,-0.05044617880023522,-0.013517012870759064,"ROU - Policy making:
0.05"
"ROU","Procurement",0,NA,0,3.4033920413889422,-0,0,"ROU - Procurement:
0.00"
"ROU","Regulation",0.371120122202597,NA,0.371120122202597,3.9269908169872414,-0.2624215550442366,0.26242155504423653,"ROU - Regulation:
0.37"
"ROU","Tax
administration",0.4254318176441115,NA,0.4254318176441115,4.4505895925855405,-0.11010985679887862,0.4109355799875486,"ROU - Tax
administration: 0.43"
"GRC","Capabilities",0.15815399233485247,NA,0.15815399233485247,-1.3089969389957472,0.0409332652752579,0.15276502572695735,"GRC - Capabilities:
0.16"
"GRC","Crisis
and risk
management",0.4947172173595462,NA,0.4947172173595462,-0.7853981633974483,0.3498178991646743,0.34981789916467426,"GRC - Crisis and
risk management:
0.49"
"GRC","Digital
services",0.22718184468582803,NA,0.22718184468582803,-0.2617993877991494,0.21944081104603322,0.058798988106215186,"GRC - Digital
services: 0.23"
"GRC","Fiscal and
financial
management",0.3208489554607418,NA,0.3208489554607418,0.2617993877991494,0.30991629241740154,-0.0830418202744904,"GRC - Fiscal
and financial
management: 0.32"
"GRC","HR management",0.3424488737376893,NA,0.3424488737376893,0.7853981633974483,0.24214792082961592,-0.24214792082961586,"GRC - HR management:
0.34"
"GRC","Inclusiveness",0.9261743514924142,NA,0.9261743514924142,1.3089969389957472,0.23971156125171306,-0.8946157257530521,"GRC - Inclusiveness:
0.93"
"GRC","Integrity",0.16869665433842357,NA,0.16869665433842357,1.8325957145940461,-0.04366190698786082,-0.16294845523404314,"GRC - Integrity:
0.17"
"GRC","Openness",0.342022284503393,NA,0.342022284503393,2.356194490192345,-0.2418462766892638,-0.24184627668926384,"GRC - Openness: 0.34"
"GRC","Policy making",0.3589204346302138,NA,0.3589204346302138,2.8797932657906435,-0.34669051739222073,-0.09289544415877375,"GRC - Policy making:
0.36"
"GRC","Procurement",0.5080745052482276,NA,0.5080745052482276,3.4033920413889422,-0.4907622862983039,0.13149935828928175,"GRC - Procurement:
0.51"
"GRC","Regulation",0,NA,0,3.9269908169872414,-0,0,"GRC - Regulation:
0.00"
"GRC","Tax
administration",0.29558234678114914,NA,0.29558234678114914,4.4505895925855405,-0.07650234074305913,0.2855106225510434,"GRC - Tax
administration: 0.30"
"HUN","Capabilities",NA,0.5918382123325545,0.5918382123325545,-1.3089969389957472,0.1531790009710947,0.5716718142767678,"HUN - Capabilities:
0.59 (imputed)"
"HUN","Crisis
and risk
management",0.5054899534923647,NA,0.5054899534923647,-0.7853981633974483,0.3574353739361236,0.35743537393612357,"HUN - Crisis and
risk management:
0.51"
"HUN","Digital
services",0.21816950533622037,NA,0.21816950533622037,-0.2617993877991494,0.21073555971296595,0.056466423041609856,"HUN - Digital
services: 0.22"
"HUN","Fiscal and
financial
management",0.10231619816773478,NA,0.10231619816773478,0.2617993877991494,0.09882985825792527,-0.0264813807082934,"HUN - Fiscal
and financial
management: 0.10"
"HUN","HR management",0.2990075068711277,NA,0.2990075068711277,0.7853981633974483,0.21143023573425762,-0.2114302357342576,"HUN - HR management:
0.30"
"HUN","Inclusiveness",0.0218023223875018,NA,0.0218023223875018,1.3089969389957472,0.005642856261350526,-0.02105942626716833,"HUN - Inclusiveness:
0.02"
"HUN","Integrity",0.2445608338468372,NA,0.2445608338468372,1.8325957145940461,-0.06329700148571467,-0.23622762551144977,"HUN - Integrity:
0.24"
"HUN","Openness",0.08846927449340578,NA,0.08846927449340578,2.356194490192345,-0.06255722392094128,-0.06255722392094129,"HUN - Openness: 0.09"
"HUN","Policy making",0.46302138100245355,NA,0.46302138100245355,2.8797932657906435,-0.44724431003430043,-0.1198387516931056,"HUN - Policy making:
0.46"
"HUN","Procurement",0.4301432935109208,NA,0.4301432935109208,3.4033920413889422,-0.4154865162072374,0.11132927648374966,"HUN - Procurement:
0.43"
"HUN","Regulation",0.09752169650354552,NA,0.09752169650354552,3.9269908169872414,-0.06895825291047347,0.06895825291047344,"HUN - Regulation:
0.10"
"HUN","Tax
administration",0.4637708413421627,NA,0.4637708413421627,4.4505895925855405,-0.12003272630257114,0.4479682331322049,"HUN - Tax
administration: 0.46"
"InCiSE","Capabilities",0.6199133884576957,NA,0.6199133884576957,-1.3089969389957472,0.1604453912468888,0.5987903519736559,"InCiSE -
Capabilities: 0.62"
"InCiSE","Crisis
and risk
management",0.641518651420278,NA,0.641518651420278,-0.7853981633974483,0.4536221886769276,0.4536221886769275,"InCiSE - Crisis and
risk management:
0.64"
"InCiSE","Digital
services",0.6161446243382247,NA,0.6161446243382247,-0.2617993877991494,0.5951500053774673,0.15946996331627067,"InCiSE - Digital
services: 0.62"
"InCiSE","Fiscal and
financial
management",0.5977216085199251,NA,0.5977216085199251,0.2617993877991494,0.5773547386004396,-0.15470173595426973,"InCiSE - Fiscal
and financial
management: 0.60"
"InCiSE","HR management",0.5875898904643908,NA,0.5875898904643908,0.7853981633974483,0.41548879610403144,-0.4154887961040314,"InCiSE - HR
management: 0.59"
"InCiSE","Inclusiveness",0.6050446857605346,NA,0.6050446857605346,1.3089969389957472,0.1565970878128963,-0.5844282880350541,"InCiSE -
Inclusiveness: 0.61"
"InCiSE","Integrity",0.5449363893882239,NA,0.5449363893882239,1.8325957145940461,-0.14103991594307558,-0.5263681321948016,"InCiSE - Integrity:
0.54"
"InCiSE","Openness",0.5559154594385758,NA,0.5559154594385758,2.356194490192345,-0.393091591135452,-0.39309159113545206,"InCiSE - Openness:
0.56"
"InCiSE","Policy making",0.5598262217056837,NA,0.5598262217056837,2.8797932657906435,-0.5407506057793496,-0.1448936881252173,"InCiSE - Policy
making: 0.56"
"InCiSE","Procurement",0.5370555545496412,NA,0.5370555545496412,3.4033920413889422,-0.518755830291496,0.13900020579554265,"InCiSE -
Procurement: 0.54"
"InCiSE","Regulation",0.4556454563661582,NA,0.4556454563661582,3.9269908169872414,-0.3221899920133497,0.3221899920133496,"InCiSE - Regulation:
0.46"
"InCiSE","Tax
administration",0.5601853836557322,NA,0.5601853836557322,4.4505895925855405,-0.14498664607816578,0.541097529582722,"InCiSE - Tax
administration: 0.56"
